date,open,high,low,close,volume
14/05/85,0.3571,0.3593,0.3527,0.3527,30436000
15/05/85,0.3571,0.3638,0.3571,0.3571,32608800
16/05/85,0.3816,0.3929,0.3816,0.3816,57635200
17/05/85,0.3816,0.395,0.3795,0.3884,52964800
20/05/85,0.3884,0.3973,0.3816,0.3816,49296800
21/05/85,0.3795,0.3795,0.3705,0.3705,38136000
22/05/85,0.3705,0.3727,0.3682,0.3682,30139200
23/05/85,0.3661,0.3661,0.3527,0.3527,59791200
24/05/85,0.3527,0.3527,0.3236,0.3236,147369600
28/05/85,0.3191,0.3191,0.3013,0.3013,127741600
29/05/85,0.3057,0.308,0.3057,0.3057,61639200
30/05/85,0.3146,0.3191,0.3146,0.3146,78730400
31/05/85,0.3146,0.3214,0.3102,0.3102,92355200
03/06/85,0.3036,0.3036,0.2857,0.2857,144004000
04/06/85,0.308,0.3102,0.308,0.308,100480800
05/06/85,0.308,0.317,0.3013,0.3013,71601600
06/06/85,0.3036,0.3036,0.3036,0.3036,67799200
07/06/85,0.3036,0.3036,0.2923,0.2923,118809600
10/06/85,0.2923,0.2946,0.2879,0.2879,79032800
11/06/85,0.2879,0.2946,0.2879,0.2879,75180000
12/06/85,0.2879,0.2902,0.2813,0.2813,61997600
13/06/85,0.2813,0.2836,0.2657,0.2657,94880800
14/06/85,0.2657,0.2813,0.2634,0.2634,141416800
17/06/85,0.2657,0.2679,0.2657,0.2657,59085600
18/06/85,0.2723,0.2768,0.2723,0.2723,66304000
19/06/85,0.2791,0.2836,0.2791,0.2791,42996800
20/06/85,0.2813,0.2813,0.2813,0.2813,47700800
21/06/85,0.2879,0.2946,0.2879,0.2879,41535200
24/06/85,0.308,0.3125,0.308,0.308,51441600
25/06/85,0.3125,0.3191,0.3125,0.3125,73477600
26/06/85,0.3236,0.3236,0.3236,0.3236,33051200
27/06/85,0.328,0.3304,0.328,0.328,48115200
28/06/85,0.328,0.3304,0.3214,0.3214,33936000
01/07/85,0.3236,0.3259,0.3236,0.3236,25860800
02/07/85,0.3236,0.3259,0.308,0.308,19432000
03/07/85,0.3125,0.3125,0.3125,0.3125,17124800
05/07/85,0.3146,0.317,0.3146,0.3146,9144800
08/07/85,0.3146,0.317,0.3146,0.3146,23055200
09/07/85,0.3146,0.317,0.3146,0.3146,36976800
10/07/85,0.3214,0.3214,0.3214,0.3214,26510400
11/07/85,0.3214,0.3236,0.3214,0.3214,16223200
12/07/85,0.3214,0.3214,0.3191,0.3191,11760000
15/07/85,0.3191,0.3259,0.317,0.317,19420800
16/07/85,0.317,0.3191,0.3125,0.3125,35840000
17/07/85,0.3146,0.3191,0.3146,0.3146,29545600
18/07/85,0.3146,0.3146,0.308,0.308,44766400
19/07/85,0.3102,0.3102,0.3102,0.3102,28728000
22/07/85,0.3102,0.3102,0.3013,0.3013,48076000
23/07/85,0.3013,0.3057,0.2946,0.2946,42173600
24/07/85,0.2946,0.2991,0.2902,0.2902,42179200
25/07/85,0.2968,0.2991,0.2968,0.2968,78769600
26/07/85,0.2968,0.2991,0.2968,0.2968,32631200
29/07/85,0.2968,0.2968,0.2857,0.2857,19437600
30/07/85,0.2902,0.2923,0.2902,0.2902,22366400
31/07/85,0.2902,0.2923,0.2836,0.2836,20126400
01/08/85,0.2836,0.2879,0.2836,0.2836,12891200
02/08/85,0.2836,0.2836,0.2813,0.2813,24354400
05/08/85,0.2813,0.2836,0.2746,0.2746,23083200
06/08/85,0.2746,0.2813,0.2723,0.2723,15769600
07/08/85,0.2723,0.2857,0.2657,0.2657,37934400
08/08/85,0.2702,0.2723,0.2702,0.2702,36943200
09/08/85,0.2723,0.2723,0.2723,0.2723,15237600
12/08/85,0.2723,0.2723,0.2679,0.2679,13748000
13/08/85,0.2723,0.2768,0.2723,0.2723,10595200
14/08/85,0.2723,0.2723,0.2613,0.2613,72475200
15/08/85,0.2613,0.2634,0.2589,0.2589,26297600
16/08/85,0.2613,0.2657,0.2613,0.2613,20938400
19/08/85,0.2679,0.2723,0.2679,0.2679,11967200
20/08/85,0.2723,0.2723,0.2723,0.2723,16738400
21/08/85,0.2723,0.2723,0.2723,0.2723,19252800
22/08/85,0.2723,0.2723,0.2657,0.2657,30828000
23/08/85,0.2657,0.2679,0.2634,0.2634,11004000
26/08/85,0.2702,0.2702,0.2702,0.2702,8915200
27/08/85,0.2723,0.2723,0.2723,0.2723,10729600
28/08/85,0.2723,0.2746,0.2723,0.2723,10236800
29/08/85,0.2723,0.2723,0.2657,0.2657,14028000
30/08/85,0.2679,0.2679,0.2679,0.2679,10718400
03/09/85,0.2679,0.2679,0.2634,0.2634,9363200
04/09/85,0.2657,0.2702,0.2657,0.2657,11888800
05/09/85,0.2657,0.2679,0.2657,0.2657,8204000
06/09/85,0.2679,0.2679,0.2679,0.2679,23200800
09/09/85,0.2723,0.2746,0.2723,0.2723,33079200
10/09/85,0.2746,0.2791,0.2746,0.2746,30441600
11/09/85,0.2768,0.2791,0.2768,0.2768,21772800
12/09/85,0.2879,0.2879,0.2879,0.2879,27792800
13/09/85,0.2879,0.2879,0.2813,0.2813,17634400
16/09/85,0.2813,0.2813,0.2723,0.2723,9245600
17/09/85,0.2723,0.2723,0.2723,0.2723,45936800
18/09/85,0.2902,0.2902,0.2902,0.2902,30021600
19/09/85,0.3036,0.3036,0.3036,0.3036,46580800
20/09/85,0.3036,0.3057,0.2991,0.2991,33807200
23/09/85,0.3013,0.3057,0.3013,0.3013,29646400
24/09/85,0.3013,0.308,0.2946,0.2946,22024800
25/09/85,0.2946,0.2946,0.2836,0.2836,26124000
26/09/85,0.2836,0.2857,0.2836,0.2836,13372800
27/09/85,0.2836,0.2857,0.2836,0.2836,250376
30/09/85,0.2836,0.2857,0.2813,0.2813,9161600
01/10/85,0.2813,0.2836,0.2813,0.2813,22086400
02/10/85,0.2813,0.2836,0.2791,0.2791,5376000
03/10/85,0.2791,0.2791,0.2768,0.2768,12230400
04/10/85,0.2768,0.2768,0.2679,0.2679,17382400
07/10/85,0.2679,0.2723,0.2679,0.2679,22982400
08/10/85,0.2702,0.2702,0.2702,0.2702,21744800
09/10/85,0.2702,0.2723,0.2679,0.2679,20703200
10/10/85,0.2836,0.2857,0.2836,0.2836,65436000
11/10/85,0.2857,0.2902,0.2857,0.2857,29573600
14/10/85,0.2968,0.2968,0.2968,0.2968,38796800
15/10/85,0.3036,0.3057,0.3036,0.3036,73472000
16/10/85,0.3214,0.3236,0.3214,0.3214,72111200
17/10/85,0.3259,0.3414,0.3259,0.3259,87046400
18/10/85,0.3259,0.328,0.317,0.317,57607200
21/10/85,0.317,0.317,0.308,0.308,29719200
22/10/85,0.3214,0.3259,0.3214,0.3214,106136800
23/10/85,0.3214,0.3304,0.3214,0.3214,37094400
24/10/85,0.328,0.337,0.328,0.328,68157600
25/10/85,0.328,0.328,0.3214,0.3214,15820000
28/10/85,0.3214,0.3236,0.3214,0.3214,14868000
29/10/85,0.3214,0.3214,0.3191,0.3191,32720800
30/10/85,0.3393,0.3393,0.3393,0.3393,56644000
31/10/85,0.3393,0.3438,0.3325,0.3325,38768800
01/11/85,0.3325,0.3393,0.3325,0.3325,23139200
04/11/85,0.3348,0.3414,0.3348,0.3348,38931200
05/11/85,0.3348,0.3414,0.3325,0.3325,26885600
06/11/85,0.3438,0.3459,0.3438,0.3438,50114400
07/11/85,0.3504,0.3548,0.3504,0.3504,79284800
08/11/85,0.3661,0.3705,0.3661,0.3661,73528000
11/11/85,0.3661,0.3705,0.3571,0.3571,44693600
12/11/85,0.3571,0.3616,0.3548,0.3548,43411200
13/11/85,0.3548,0.3548,0.3459,0.3459,25390400
14/11/85,0.3571,0.3593,0.3571,0.3571,34876800
15/11/85,0.3571,0.3616,0.3548,0.3548,20395200
18/11/85,0.3548,0.3571,0.3548,0.3548,16139200
19/11/85,0.3548,0.3571,0.3438,0.3438,23581600
20/11/85,0.3438,0.3459,0.3393,0.3393,24768800
21/11/85,0.3393,0.3438,0.3393,0.3393,25737600
22/11/85,0.3393,0.3438,0.337,0.3393,32188800
25/11/85,0.3393,0.3438,0.3393,0.3414,24298400
26/11/85,0.3414,0.3482,0.3393,0.3459,41115200
27/11/85,0.3459,0.3593,0.3438,0.3571,47930400
29/11/85,0.3571,0.3593,0.3548,0.3593,24757600
02/12/85,0.3593,0.3616,0.3571,0.3616,25048800
03/12/85,0.3616,0.3638,0.3571,0.3593,38768800
04/12/85,0.3593,0.3682,0.3593,0.3661,41277600
05/12/85,0.3661,0.3705,0.3571,0.3593,31287200
06/12/85,0.3593,0.3593,0.3504,0.3527,16363200
09/12/85,0.3527,0.3571,0.3438,0.3459,34966400
10/12/85,0.3459,0.3504,0.3438,0.3482,50226400
11/12/85,0.3482,0.3593,0.3482,0.3527,59404800
12/12/85,0.3548,0.3616,0.3548,0.3571,31315200
13/12/85,0.3571,0.3616,0.3527,0.3571,62787200
16/12/85,0.3571,0.3795,0.3571,0.3727,72228800
17/12/85,0.3727,0.375,0.3638,0.3682,27266400
18/12/85,0.3816,0.4084,0.3816,0.3973,139949600
19/12/85,0.3973,0.4063,0.395,0.4018,67530400
20/12/85,0.4018,0.4063,0.3973,0.3995,51508800
23/12/85,0.3995,0.4018,0.3861,0.3905,35806400
24/12/85,0.3905,0.3929,0.3861,0.3884,16150400
26/12/85,0.3884,0.3929,0.3861,0.3884,11463200
27/12/85,0.3884,0.4039,0.3884,0.3995,30721600
30/12/85,0.3995,0.4039,0.395,0.3973,26919200
31/12/85,0.3973,0.3995,0.3929,0.3929,21812000
02/01/86,0.3929,0.3973,0.3884,0.3973,29355200
03/01/86,0.3973,0.3995,0.395,0.3995,60541600
06/01/86,0.3995,0.3995,0.3905,0.3973,46261600
07/01/86,0.3973,0.4107,0.395,0.4107,117633600
08/01/86,0.4107,0.4196,0.4063,0.4084,151900000
09/01/86,0.4084,0.4107,0.3905,0.4039,111809600
10/01/86,0.4039,0.4129,0.4039,0.4063,38309600
